video,p_base,p_e18
base-noprop__c5e43dd5e62f17a4edf36f4eec759833b39bd954__粽子菇__v0__8775ea40__c0.mp4,0.213593,0.204721
exact-r1__f22c2c3174baabfeb05464668cbd01f44b487560__毒蘑菇__v1524__glasses__ae8ba618__c0.mp4,0.122899,0.143093
base-noprop__190a31ba334eafd595032f1742e0cdf9b9183281__炸虾菇__v0__d4a9a588__c0.mp4,0.076793,0.16345
base-noprop__2e743de79a09fe6b92bd9666baeed5733a188d07__毒蘑菇__v0__7246878b__c0.mp4,0.397093,0.357996
base-noprop__5cd87e0e73b2c6ed3b794bb426544d934c63d371__粽子菇__v0__b1a5b234__c0.mp4,0.264075,0.282417
exact-r2__925f4fc967e14c8e90c385f11e3c899b2fa6c14c__爆炸菇（爆炸前）__v910__flag__913dfdf0__c0.mp4,0.302927,0.315948
exact-r1__79f230727aabe8ef102ae19bed33d5a83a2045ee__毒蘑菇__v761__flag__c45f48b5__c0.mp4,0.092328,0.167185
base-noprop__11cbd6bb7e2ef5f62a971e19d40e2ef2d0d3b3f7__炸虾菇__v0__17c05d5f__c0.mp4,0.049303,0.131144
exact-r1__44993cb2159040cd5c551870f50670ead8e9a055__吐司菇__v434__bubble__97241be1__c0.mp4,0.203918,0.280704
base-noprop__45ec56f5f20bca20bb45a07b0652cb24f9a8a27f__毒蘑菇__v0__a60b4536__c0.mp4,0.094598,0.172744
base-noprop__3dae41227ff60a4b209b7b13235ac3a5ab6a6106__粽子菇__v0__9dd8bd65__c0.mp4,0.686827,0.658673
base-noprop__29af5842d44da656007592c88ff0c6c1e5b6fe39__汉堡菇__v0__90efa81e__c0.mp4,0.29968,0.324089
generic__3ea8cf079e959693153dd04695b6f05e21f1dca3__爆炸菇（爆炸前）__v230__eyemask__1ad1dfde__c0.mp4,0.057095,0.134167
exact-r1__4912cf7d31eb5fe829404518396c23ded5f669ac__粽子菇__v466__glasses__1a4e2b7c__c0.mp4,0.362273,0.353185
exact-r2__b9a30f48e83d3a6f856772d9db5ce9ffdbec4263__蘑菇力__v1156__crown__cbeb6f3f__c0.mp4,0.399104,0.371719
exact-r1__b82c22aabf22370980516e8553f71b8cb79dce6c__蘑菇力__v1147__crown__72609b7f__c0.mp4,0.455274,0.477763
base-noprop__28a9118cfcb39ecdaa356dae1cfd75d6409d77fc__蘑菇力__v0__f7fe2916__c0.mp4,0.059564,0.138267
exact-r1__2501c3780339f5d59c1798b6a6ec028ad77dfb93__炸虾菇__v234__eyemask__e07c8387__c0.mp4,0.048392,0.120227
base-noprop__58f1eb94dfa1635a5bd8ef3c9f0f7ca945b65730__吐司菇__v0__6517c5cf__c0.mp4,0.116114,0.110159
exact-r2__579b7375a39c56aa97ed82de55ae9d9e7096a3db__汉堡菇__v558__scooter__207a7f1a__c0.mp4,0.190563,0.219345
exact-r1__5ab5a9fe0160f015289953c92ae280e9b992230a__炸虾菇__v575__coffee__0e40ace4__c0.mp4,0.272328,0.273108
base-noprop__3ab5e095ea7925663c71572cdf310f6c6d4c208d__爆炸菇（爆炸后）__v0__52ea9b94__c0.mp4,0.252311,0.283936
exact-r2__2501c3780339f5d59c1798b6a6ec028ad77dfb93__炸虾菇__v234__eyemask__e07c8387__c0.mp4,0.082733,0.133309
generic__58a25304d5897daa19607fb3b5ce8c1f9d1c340f__炸虾菇__v335__coffee__c245ba49__c0.mp4,0.081912,0.144053
exact-r1__3550d4d593884e660092f1bb1c9c8c880eb3e04f__吐司菇__v353__glasses__368117e2__c0.mp4,0.472762,0.406353
base-noprop__3eb6d97760f838a366c3ddc9c5fe31024af3ddd6__粽子菇__v0__16c5c924__c0.mp4,0.092556,0.152108
generic__e6e98683f20bb8f7f894e3c8abc003b9df6e8bcf__炸虾菇__v899__glasses__b0bc1b47__c0.mp4,0.032055,0.145872
base-noprop__2276ebe5ea41733077c3d5d88d4cdb9e6f3ef7ef__粽子菇__v0__474a165b__c0.mp4,0.034958,0.124788
exact-r1__f16563383dc7f5abb88446494148bd692e6b4a57__爆炸菇（爆炸前）__v1520__scooter__ad0ffcf2__c0.mp4,0.118409,0.150322
exact-r1__655591f8a2e3f43e7dd87e08844065a68a1b8e56__爆炸菇（爆炸后）__v642__flag__3196f35d__c0.mp4,0.206025,0.317671
exact-r1__c007a585fe1a51f120df3496d8ad08b0ae893f04__爆炸菇（爆炸后）__v1197__bubble__06bd52b6__c0.mp4,0.125867,0.134318
exact-r2__48edbebb09f4066019f3a893bd82184d9bdce8fd__粽子菇__v465__scooter__e0849fdb__c0.mp4,0.476843,0.536344
base-props__b5751664c907d7f8d89a1aa58474e961773ea73a__粽子菇__v722__crown__72c9a4ea__c0.mp4,0.228847,0.269244
exact-r2__c5d4f69fc5cf3a4abccb8fe4f3a2132f7aeb0be7__汉堡菇__v1233__glasses__b62890cf__c0.mp4,0.197824,0.279189
exact-r1__7e246fadacbc4777412514b06881f29674ac1928__炸虾菇__v785__glasses__9710d0be__c0.mp4,0.157693,0.184593
base-noprop__50ad428af3b86412de8a648a8194cebfd6685400__汉堡菇__v0__22c66e78__c0.mp4,0.259863,0.232591
base-noprop__cd19e3a058e1dc2909d79dd0b89fd5e5cf73511a__炸虾菇__v0__5af0724a__c0.mp4,0.45065,0.450236
exact-r1__256b55303d2ece49031dba768c8d8f85b8dabced__炸虾菇__v240__eyemask__ac4ffce8__c0.mp4,0.039228,0.034846
exact-r1__5ec48c31e3fd972fc72bf195943b25096d9ca8c4__吐司菇__v594__scooter__71275745__c0.mp4,0.488854,0.467507
exact-r1__ef123ce1074347b28af71845b5364e749c42bcbc__汉堡菇__v1500__bubble__e51c62cd__c0.mp4,0.094628,0.171604
exact-r2__ed98d430cfc74099d974a69750bfeda82a103b4a__汉堡菇__v1493__bubble__55c2eb70__c0.mp4,0.079435,0.156972
base-noprop__507ce1e393891e0f47c90aad7b6087098ce6304a__粽子菇__v0__6c9fdee3__c0.mp4,0.192382,0.287468
exact-r1__33d714d07ed58707502e0cad0672a54b727a5a41__吐司菇__v344__glasses__22f7b751__c0.mp4,0.170327,0.221384
base-noprop__558e28ebbd5a1e6d7bade4cd30fc31f3ed07c04a__吐司菇__v0__2cc58210__c0.mp4,0.193652,0.189799
exact-r1__d1421700ee76ec45f316995b2b67134842993c43__蘑菇力__v1298__bubble__4135c74b__c0.mp4,0.116311,0.158682
exact-r1__4baf0c3670d0d31b9712fc59c41fa5508370fc1f__粽子菇__v483__glasses__48c341d3__c0.mp4,0.108458,0.235658
exact-r1__d9c72591547a6b046fa0ac574d4e8ba2273f59df__炸虾菇__v1362__flag__04df131e__c0.mp4,0.450958,0.284042
exact-r1__336d65b0699f567902b54ca9b3d4fd081d7a57d0__爆炸菇（爆炸后）__v341__coffee__edb5f1f3__c0.mp4,0.30347,0.355737
exact-r1__b4eae72bed7b19f3df518a28e1218285d7456c4f__粽子菇__v1118__bubble__a39f354f__c0.mp4,0.100018,0.183879
base-noprop__3ffac087311686944bd2b516eff9fa75861a7c9d__炸虾菇__v0__6cf917bf__c0.mp4,0.045993,0.08299
generic__990a5c189a868ed25f5694947f8062340a1d1df7__粽子菇__v620__scooter__e38c10af__c0.mp4,0.059711,0.137482
exact-r2__17267cdbab13c63bd29a987952c0bc6e4a671ac3__爆炸菇（爆炸前）__v149__glasses__abaa048b__c0.mp4,0.270995,0.278237
exact-r1__46ad1d7fc06fae0ddf3af206d3ae023bd4b24aae__爆炸菇（爆炸后）__v449__glasses__697a2609__c0.mp4,0.637318,0.576046
exact-r1__24fd5a5b571589bad02d82bc90600f51cc7bcb81__炸虾菇__v233__eyemask__101863ea__c0.mp4,0.061299,0.138354
base-noprop__479cfaa7ed9751d704a007cccb8dbebcb4fc8765__汉堡菇__v0__1056d238__c0.mp4,0.09925,0.160848
exact-r1__b5c8a38b966307c4b2025faa44a1c0ba9856fd43__炸虾菇__v1126__bubble__27c917b3__c0.mp4,0.070968,0.141643
base-props__b2d3b11f7cc10d19163a3940e12f64f147409d54__爆炸菇（爆炸后）__v713__eyemask__9658b52b__c0.mp4,0.09932,0.175285
base-noprop__2236ddd1a25d7ae2e190062eb0a1d6d87088db82__爆炸菇（爆炸后）__v0__5c6b2b31__c0.mp4,0.142029,0.148705
base-noprop__07c58fa6b177896d1bf3bafc1798b4388f51e9a6__毒蘑菇__v0__3077dfa3__c0.mp4,0.40421,0.417562
base-noprop__9fe84a46a5b7258d9185e38e64539dfb315c00ea__粽子菇__v0__44a6634a__c0.mp4,0.318505,0.280061
base-noprop__0eaa401fc0b89ae5782586ac9dd79898a8983222__炸虾菇__v0__258a056e__c0.mp4,0.069679,0.166137
exact-r1__4684d4e3cc283d2f82a830567f416163b041076b__吐司菇__v446__bubble__997c9000__c0.mp4,0.198821,0.172934
base-noprop__068f87e6d8c098db1a68eaff2a959baa9dd07959__吐司菇__v0__09f67355__c0.mp4,0.369754,0.337194
base-noprop__fa699bfb0ad829980890a6fa14ad0c0db8626180__粽子菇__v0__ead9b5b4__c0.mp4,0.235869,0.282128
exact-r1__4691ed1843f8b20fbb9d94d74fa655f6e6d960bb__吐司菇__v447__bubble__317c9c87__c0.mp4,0.098522,0.155533
exact-r1__17267cdbab13c63bd29a987952c0bc6e4a671ac3__爆炸菇（爆炸前）__v149__glasses__abaa048b__c0.mp4,0.317904,0.362823
generic__6612290f63285f5c6f418d9a0bf7cc9e8ad3a7e6__吐司菇__v388__glasses__cde9ea13__c0.mp4,0.517474,0.441443
base-noprop__125de5a624888f2f256cc2f63735a38929203bb9__爆炸菇（爆炸后）__v0__bf097b54__c0.mp4,0.03552,0.179764
exact-r2__55d0a552371088436d3780e0920102745a9833f1__汉堡菇__v546__scooter__2d2219a1__c0.mp4,0.113017,0.18703
exact-r2__b6387d6187a3435f57004a2d043d191ad76a9ced__炸虾菇__v1130__bubble__3f98ead1__c0.mp4,0.174688,0.216283
exact-r2__2495cb6a02eecbe6b15ad5481af9e0812f316e44__炸虾菇__v230__eyemask__37c59cc4__c0.mp4,0.341031,0.29595
exact-r1__66c31723dc12306b4f0c1044a74ebf104e0824d8__爆炸菇（爆炸后）__v652__flag__aa0b5ed5__c0.mp4,0.305691,0.26657
exact-r1__64f7ba46c3c16764be8347709ee03ebee90d68c2__爆炸菇（爆炸后）__v639__flag__116680dd__c0.mp4,0.407241,0.480795
exact-r2__04dc11f346bd2c0253418f8edd6a7187fb43f805__粽子菇__v32__coffee__f33e0d36__c0.mp4,0.371528,0.414217
exact-r2__3550d4d593884e660092f1bb1c9c8c880eb3e04f__蘑菇力__v353__scooter__f9ccfe72__c0.mp4,0.573705,0.51695
exact-r2__f11cad00ba6f8dcd0db7e9dfcdef26e58638052e__爆炸菇（爆炸前）__v1517__scooter__826b44a1__c0.mp4,0.355897,0.326653
exact-r1__71e12148011f61cd348e6d50e16951a7d46be83f__吐司菇__v715__flag__38022f2f__c0.mp4,0.09097,0.183114
exact-r1__7da73bccaac018dfba8c400a2b8c3e42302f427e__炸虾菇__v780__glasses__986387a9__c0.mp4,0.216279,0.272174
base-noprop__746da3c174acbb5da8858bffe05b68335dae3406__爆炸菇（爆炸后）__v0__c6b383bd__c0.mp4,0.270666,0.273665
base-noprop__182f83da0bcf36703e4fd5d1e28bc4008296ecaa__汉堡菇__v0__ceef1214__c0.mp4,0.108801,0.16207
base-noprop__28a9118cfcb39ecdaa356dae1cfd75d6409d77fc__吐司菇__v0__7c71d183__c0.mp4,0.0441,0.095775
exact-r1__48edbebb09f4066019f3a893bd82184d9bdce8fd__粽子菇__v465__glasses__ce906ac5__c0.mp4,0.268251,0.309986
exact-r2__4750d9b5e622a065f63c02791c5880240fb4ec9a__爆炸菇（爆炸后）__v455__glasses__5c410dcd__c0.mp4,0.451329,0.403399
exact-r1__3550d4d593884e660092f1bb1c9c8c880eb3e04f__蘑菇力__v353__scooter__f9ccfe72__c0.mp4,0.685583,0.688211
base-noprop__182f83da0bcf36703e4fd5d1e28bc4008296ecaa__炸虾菇__v0__8c812082__c0.mp4,0.133615,0.174476
exact-r1__46a88b94d8c5451f884baeac062b15b148ad8fe6__吐司菇__v448__bubble__66e4b2cb__c0.mp4,0.138997,0.197287
base-noprop__f64e1c17ba334819ca417f708e64e97d2aba7b05__爆炸菇（爆炸前）__v0__5f404b24__c0.mp4,0.084608,0.152866
exact-r1__63c6cd5b6ce97c724c348a679627c9f637af97f7__毒蘑菇__v627__scooter__2948a84e__c0.mp4,0.348417,0.338723
exact-r1__2476217f1ef403570cab61bc600a1590bb5c33b0__汉堡菇__v228__eyemask__1f5e8f4e__c0.mp4,0.109263,0.145131
exact-r1__357d37772683c7c8ff2944404f39eed890de66ab__吐司菇__v356__glasses__c2530ae8__c0.mp4,0.351754,0.348169
base-noprop__3a465276b3c4381b5603d70c17849c8e1edf6d9c__蘑菇力__v0__83fb4f4c__c0.mp4,0.043291,0.157684
base-props__9988ed6b8baec6b7f72e2a2f31784ecde8be7eb5__毒蘑菇__v623__crown__7de73eb3__c0.mp4,0.185977,0.201606
base-noprop__701e58d8fd0b9629cc0d3b9aec0136dcfd79a9f4__粽子菇__v0__69c312f2__c0.mp4,0.052885,0.149391
exact-r1__04df965f1463854b338ef365bd1c58499ad56d97__粽子菇__v33__coffee__421152c0__c0.mp4,0.394829,0.320625
exact-r1__63f03d9dd9794eff85cfc7b301e8768d91c5ed15__炸虾菇__v628__scooter__8d993de5__c0.mp4,0.236713,0.204319
base-props__612d49f90c5839a0aeee3644992dde5a2e25df17__爆炸菇（爆炸前）__v370__flag__44b9d3da__c0.mp4,0.033688,0.102922
exact-r1__037c5682bf3ce681096350171ef6542110f90174__爆炸菇（爆炸后）__v23__eyemask__0ab7bcf3__c0.mp4,0.251842,0.217012
exact-r2__66d87cc94688950f69cb883873f0307161008b73__爆炸菇（爆炸后）__v654__flag__ca7185cd__c0.mp4,0.343137,0.325668
exact-r1__b901df6d48d37ba439b3b2ce4f18d1b9073a8d64__粽子菇__v1155__eyemask__3bd84047__c0.mp4,0.25217,0.353752
exact-r1__57b60835a5265c7f59de17f5f821162644546334__汉堡菇__v559__scooter__89620044__c0.mp4,0.054244,0.133606
base-noprop__354f3e4b6107ffa5548e933c67773e98971848fa__毒蘑菇__v0__cea99c8a__c0.mp4,0.430419,0.377793
exact-r1__626b6bd3e31f1f1f566ad8589123249d6c71e87e__毒蘑菇__v620__scooter__78f5bda9__c0.mp4,0.237121,0.296727
exact-r2__3296e3025fe5db65ce1e18e8abd3114afdfdc5da__蘑菇力__v335__scooter__d7fc43bc__c0.mp4,0.186706,0.297088
exact-r1__6ecf3f0f4225021b452259474775f15784e9d0b5__汉堡菇__v703__coffee__80f515e1__c0.mp4,0.112719,0.167613
base-noprop__c5e43dd5e62f17a4edf36f4eec759833b39bd954__炸虾菇__v0__e7716b84__c0.mp4,0.348204,0.298274
base-props__edcc9cb357e76382c3dd66231b56a5f4c6ef4e4b__毒蘑菇__v926__eyemask__c1ae514b__c0.mp4,0.180771,0.165872
base-noprop__c884f9c5b1342e1e182de98d0015811298454d88__粽子菇__v0__70c1de11__c0.mp4,0.439614,0.427684
generic__58c718f0a628fc78ed40a56ba41c1f7d385533e5__炸虾菇__v336__coffee__07074ac5__c0.mp4,0.138596,0.176005
base-noprop__084b3e71188f9a2159d683c11a6ad5bd65815355__毒蘑菇__v0__952a718c__c0.mp4,0.09706,0.150417
exact-r2__ed679bf8d7bd4623332c2f7947931f6f01737729__汉堡菇__v1490__bubble__5ee6a125__c0.mp4,0.310297,0.344298
exact-r1__95470d11e964ab0d3fa582e69f2b2efcc08ad121__汉堡菇__v929__crown__10d3d173__c0.mp4,0.215855,0.320406
base-noprop__e245e3cfc41c9b8a7f3e19965bae1bd8876cb0b0__爆炸菇（爆炸后）__v0__e7140f13__c0.mp4,0.102086,0.1962
exact-r1__46efe225dec2d1e5429fa9bf2a6c0d66fc5cb87e__粽子菇__v450__scooter__3d08f725__c0.mp4,0.106161,0.17367
generic__068f87e6d8c098db1a68eaff2a959baa9dd07959__粽子菇__v24__coffee__cd2a73a3__c0.mp4,0.225439,0.273667
exact-r2__b69d2742a4ef7e4ca827e3e4c6d1452155aa6e09__毒蘑菇__v1136__crown__b097a968__c0.mp4,0.273862,0.262035
base-props__0ab9e3bf089c71e2d454a42c0c8b656934192f80__爆炸菇（爆炸后）__v44__crown__c5344dbf__c0.mp4,0.476173,0.471367
exact-r1__b8e76f1c0df38ab538fd59b261f5e83e3a03beb1__粽子菇__v1154__eyemask__4595dd7c__c0.mp4,0.527961,0.430053
base-noprop__26dbb8ae31663566874e3c69116675e0a5c2f687__蘑菇力__v0__9d644c99__c0.mp4,0.091698,0.135471
generic__938e01d47782dafc5547713c187bfbca30a0ae08__汉堡菇__v589__coffee__25daa877__c0.mp4,0.051597,0.142555
base-noprop__556de27b0d0679c58d037153bf13f376557bb4da__爆炸菇（爆炸前）__v0__a5015c22__c0.mp4,0.326101,0.288812
base-noprop__ea77208c520ab108b30a7e6f72eddb04638cca12__爆炸菇（爆炸前）__v0__a47be7c4__c0.mp4,0.049035,0.145741
exact-r1__fbdd191de8c08cfe552110874ac9775d322eb9cb__爆炸菇（爆炸前）__v1588__bubble__ad548802__c0.mp4,0.021647,0.141384
base-noprop__5cd87e0e73b2c6ed3b794bb426544d934c63d371__爆炸菇（爆炸后）__v0__322e22bc__c0.mp4,0.649248,0.61339
exact-r1__e7559760a0cf2b04b9b127f73bc5ed4e714ab9d4__吐司菇__v1450__eyemask__3722b5d8__c0.mp4,0.237972,0.291371
exact-r1__5792b571d04839ed3272dd104d55b0487c87cd92__汉堡菇__v557__scooter__98e3edc3__c0.mp4,0.366997,0.344235
base-noprop__556de27b0d0679c58d037153bf13f376557bb4da__炸虾菇__v0__ed462b1e__c0.mp4,0.18974,0.200984
base-noprop__39be581d9da2322344f235ccd87fa0ac2a6a333b__吐司菇__v0__c5fb379d__c0.mp4,0.135454,0.152611
base-noprop__570ddf635a3d56fb1f5c3aa1b95e854782191387__爆炸菇（爆炸后）__v0__7365be7b__c0.mp4,0.092969,0.194942
exact-r1__f23a5817d62daff5e4ed3e570e64d38eb22a9abd__毒蘑菇__v1525__glasses__45b7a72b__c0.mp4,0.197237,0.207405
exact-r1__5101800527787a720423bc1b750352a08d3932ce__吐司菇__v512__coffee__7f6ad833__c0.mp4,0.701821,0.673271
exact-r2__90670fc8fcb427723ab341cff42c86190936e160__粽子菇__v898__crown__be383a78__c0.mp4,0.275499,0.331011
exact-r2__d9657e5af5e0c9e5c71b7d15425af2bf7fc9de96__汉堡菇__v1360__flag__ffb3b643__c0.mp4,0.069182,0.149558
base-noprop__45160a3209fab0c464a72ff9098bde522b4e0264__蘑菇力__v0__757bca6f__c0.mp4,0.396647,0.433663
exact-r2__626b6bd3e31f1f1f566ad8589123249d6c71e87e__毒蘑菇__v620__scooter__78f5bda9__c0.mp4,0.201066,0.297497
base-noprop__50ad428af3b86412de8a648a8194cebfd6685400__爆炸菇（爆炸前）__v0__f9d43491__c0.mp4,0.207244,0.267185
base-props__938e01d47782dafc5547713c187bfbca30a0ae08__汉堡菇__v589__coffee__25daa877__c0.mp4,0.042586,0.049789
base-noprop__50ad428af3b86412de8a648a8194cebfd6685400__爆炸菇（爆炸后）__v0__ecd0b051__c0.mp4,0.197802,0.280962
base-noprop__c5e43dd5e62f17a4edf36f4eec759833b39bd954__爆炸菇（爆炸后）__v0__68e38ee4__c0.mp4,0.441481,0.409378
exact-r2__bf87b999122451ffe16ba26acd9a1f4645ce8587__爆炸菇（爆炸后）__v1195__bubble__45856c4f__c0.mp4,0.298063,0.348296
exact-r1__79ae8c767fab8a728134bca96fd05a6c7030961f__毒蘑菇__v759__flag__982edf73__c0.mp4,0.167174,0.176706
base-props__e9b94ecc359c2f277ccefaf7095c17b14b261bcc__炸虾菇__v909__glasses__5feb0285__c0.mp4,0.144015,0.137965
exact-r1__6f5210c6783fc671391513b74395f4627c0723d8__汉堡菇__v705__coffee__7c7aa96a__c0.mp4,0.648133,0.661473
exact-r1__48043cd413298bba118f12d7404a3ad3aeeeb310__爆炸菇（爆炸后）__v458__glasses__2deb31a3__c0.mp4,0.123599,0.151786
exact-r2__edf6d83472f153c2ece46ef36e248394c76e5bf1__汉堡菇__v1496__bubble__b4ea12f8__c0.mp4,0.110351,0.185511
base-noprop__3d26d6f7fd4d6820fa44e7006dd03dd17e6bf2d7__吐司菇__v0__0d71622f__c0.mp4,0.074612,0.120507
exact-r1__4baf0c3670d0d31b9712fc59c41fa5508370fc1f__毒蘑菇__v483__eyemask__ad4b7148__c0.mp4,0.144586,0.17966
exact-r1__73b1e560833d7bd494868de8fb6f302e613dd17f__爆炸菇（爆炸前）__v728__eyemask__d4e52714__c0.mp4,0.350117,0.368127
exact-r2__c007a585fe1a51f120df3496d8ad08b0ae893f04__爆炸菇（爆炸后）__v1197__bubble__06bd52b6__c0.mp4,0.115128,0.160358
exact-r1__039b1158329dca7566a3c69e1213eb7fbe6b8daf__粽子菇__v26__coffee__b10bc92a__c0.mp4,0.184801,0.182497
exact-r2__157a3a1a49eb383698eb95ee0d106bb10ea0c17c__爆炸菇（爆炸后）__v135__crown__9d29bbe4__c0.mp4,0.511925,0.460573
exact-r2__c29266a464fea2ac37a8605daf8044b752a1f624__爆炸菇（爆炸前）__v1215__coffee__6da6266c__c0.mp4,0.158496,0.177553
base-noprop__c82f72947167e88ffd436a39531a14abf6dee6cf__粽子菇__v0__1ec8f933__c0.mp4,0.064433,0.152927
exact-r1__be7cbb62d9ac6cbffa816aa6aaf03d573485656b__爆炸菇（爆炸后）__v1190__bubble__c1133c49__c0.mp4,0.092303,0.158994
base-noprop__0b9d7a9da15b27871886a629df50e17677f0c915__汉堡菇__v0__abe94fa7__c0.mp4,0.133779,0.17696
base-props__3e0263de42d2cb0db2374a5b45278fcc7a471c0b__炸虾菇__v226__flag__7051c29c__c0.mp4,0.15504,0.15635
base-props__b4922b313b5f45658c57e964eec6e061ed1c765b__爆炸菇（爆炸前）__v718__glasses__d9480773__c0.mp4,0.213703,0.260568
exact-r2__d9ee34f4257cc9a297f03496a5a5d1d1e0c7e782__汉堡菇__v1363__flag__f4786680__c0.mp4,0.246133,0.290126
exact-r1__9044b5fe347fe94eb12e9b0ec747bbc7165f78c0__粽子菇__v896__crown__e3d35b47__c0.mp4,0.461164,0.41111
base-noprop__2770a5b18a2168d768e14e05d09d180635a509fa__毒蘑菇__v0__dd02e971__c0.mp4,0.418726,0.443102
exact-r1__34e339919ebe42baea42c17116629a6037829046__蘑菇力__v351__scooter__2770d7bd__c0.mp4,0.507782,0.529409
base-noprop__cd19e3a058e1dc2909d79dd0b89fd5e5cf73511a__汉堡菇__v0__5e557382__c0.mp4,0.37548,0.458004
base-props__b2dc2ae872b575489bad295a459616c0acd91ca9__爆炸菇（爆炸后）__v714__eyemask__62befacd__c0.mp4,0.058929,0.098366
generic__5b25b451ba447539ebbed136a0d3bcf3025f8863__爆炸菇（爆炸前）__v346__bubble__c741a081__c0.mp4,0.065693,0.140697
exact-r1__b5a50aacc5f4dc6e4b7914385f29189875682f86__炸虾菇__v1124__bubble__c88adb01__c0.mp4,0.043541,0.057228
exact-r1__d1cbac6a456f79a41730e92a0d258e6c48cc9f72__蘑菇力__v1303__bubble__187cc260__c0.mp4,0.126216,0.180388
exact-r1__f1498f3a3c3245f137f45ef7171fbad768a30f29__毒蘑菇__v1519__glasses__ecf6838e__c0.mp4,0.1157,0.238729
base-noprop__3a66d9c0fbd884130c640c5c48ba2017b2ba1095__吐司菇__v0__061a54d6__c0.mp4,0.103618,0.184038
exact-r2__ce89e39196c51aba08cf41d6463ef9d5a4b7cd6d__蘑菇力__v1285__bubble__7e9b6253__c0.mp4,0.366621,0.331728
base-noprop__5f7a925cfccbd70c7926ffccbda6a7e438b86228__汉堡菇__v0__08d6b496__c0.mp4,0.071908,0.148268
exact-r1__1e6455b0ff78fa4766a1d5f30413ea1d0429eb99__毒蘑菇__v187__coffee__cf9a2967__c0.mp4,0.145543,0.174455
base-props__6612290f63285f5c6f418d9a0bf7cc9e8ad3a7e6__吐司菇__v388__glasses__cde9ea13__c0.mp4,0.571281,0.582924
generic__dd6b0b25684c0bddcc56e9fa41e0a0bb3f55e318__毒蘑菇__v857__coffee__7dfbf06a__c0.mp4,0.057237,0.152665
exact-r2__c598e7ae54efed410150f649ba15baf25c397db9__汉堡菇__v1232__glasses__1b102f91__c0.mp4,0.361476,0.4085
exact-r1__568c28419b302ba9d011b3b1da871ae013cff766__汉堡菇__v552__scooter__a57a87ad__c0.mp4,0.489701,0.464266
base-props__152077a5b2e9ecb98c83d24bd2c2d3c0ce349e29__蘑菇力__v75__scooter__f217b500__c0.mp4,0.137773,0.130344
exact-r1__17789a41d67e541a263d512ae6fa1ba305bd6974__蘑菇力__v152__glasses__15a24ce1__c0.mp4,0.314931,0.362128
base-noprop__3f2b9963b32e8779b33756a182ccea735aad5b89__吐司菇__v0__c8a50578__c0.mp4,0.107965,0.165681
generic__b2dc2ae872b575489bad295a459616c0acd91ca9__爆炸菇（爆炸后）__v714__eyemask__62befacd__c0.mp4,0.1166,0.15283
exact-r1__768d4b3fd1d91c8959eb42c24afd92da0bc48cea__爆炸菇（爆炸前）__v741__eyemask__b2117952__c0.mp4,0.076153,0.096123
exact-r2__2554fe92bd1bd8c064abb9c345b6a326d198823d__炸虾菇__v239__eyemask__99b2f130__c0.mp4,0.269524,0.290036
base-noprop__cf4cabe622b3f02cfc5256b5fcd31ea8829ff9ce__汉堡菇__v0__eb785b64__c0.mp4,0.089996,0.134623
exact-r1__b7bea756eea719ee9128d28ce8616fadcb177446__蘑菇力__v1144__crown__7883a3fb__c0.mp4,0.276724,0.342509
exact-r1__62c4b310812464715b031f8b6b51ec5b65e0d3ee__爆炸菇（爆炸后）__v621__scooter__081e2711__c0.mp4,0.195942,0.172472
exact-r2__470a7aa47f649f4fe10fe13dbfba445b46e71eb7__粽子菇__v452__scooter__0475c49d__c0.mp4,0.199905,0.269592
base-props__7674da5ba81befe4b8a9039e9c6b34219152192f__毒蘑菇__v461__glasses__10f004d9__c0.mp4,0.24407,0.180007
base-noprop__3ea8cf079e959693153dd04695b6f05e21f1dca3__蘑菇力__v0__c61d7abd__c0.mp4,0.055598,0.139327
exact-r1__338cad74e1b34cf14302e8a7a7770bff072e14d8__爆炸菇（爆炸后）__v343__coffee__cc41379d__c0.mp4,0.559476,0.527489
exact-r1__64f24c794aa94f916e4cfb3d08239c8cce08ae8b__爆炸菇（爆炸后）__v638__flag__c23892c5__c0.mp4,0.119009,0.15009
base-noprop__05ac9abf4092d7eda364b995ce814f0c2859bf3c__毒蘑菇__v0__64ae6c86__c0.mp4,0.059835,0.109979
exact-r1__4750d9b5e622a065f63c02791c5880240fb4ec9a__爆炸菇（爆炸后）__v455__glasses__5c410dcd__c0.mp4,0.368689,0.33656
exact-r1__78ef7e5e758387759b0edeb5d288c14dd38efee1__毒蘑菇__v754__flag__3596f3a9__c0.mp4,0.036199,0.061643
exact-r1__4ad750ed37eb0ade2e0d9bf6801c7c417a005531__粽子菇__v478__glasses__d4b6bdd0__c0.mp4,0.381196,0.355359
exact-r2__60a81de5057115bd0b3452e8e8309f1f536ac3b7__毒蘑菇__v609__scooter__51bd992f__c0.mp4,0.167925,0.178113
exact-r2__5f7fb1ceb4b48f45e4f8bd8b3b86312976e2872e__吐司菇__v598__scooter__b4fb54ed__c0.mp4,0.647099,0.582109
exact-r1__b4bc5d9a39711e181bd7233cb5e38a348642950f__粽子菇__v1116__bubble__457c7996__c0.mp4,0.061183,0.159257
exact-r1__b6f0ebc5fde8d5c7e26e23c7ad4b472e8dc0a955__蘑菇力__v1139__crown__0b1fbd3d__c0.mp4,0.175096,0.325123
