filename,grade,reasons,track,source_sha,match,image_sample_id,image_dataset,image_label
base-noprop__1d44abeca76e96eae0662cfdcbc0c67000cc6687__吐司菇__v0__287d53cf__c0.mp4,bad,还原度,base-noprop,1d44abeca76e96eae0662cfdcbc0c67000cc6687,exact,1d44abeca76e96eae0662cfdcbc0c67000cc6687__吐司菇__v0__287d53cf__c0,sku-2.0-noprop-merged-0721,bad
exact-r2__c222c0506a97b7a9e8e24f8b8a715d3bd0ecbd85__爆炸菇（爆炸前）__v1213__coffee__f5015232__c0.mp4,normal,,exact-r2,c222c0506a97b7a9e8e24f8b8a715d3bd0ecbd85,exact,c222c0506a97b7a9e8e24f8b8a715d3bd0ecbd85__爆炸菇（爆炸前）__v1213__coffee__f5015232__c0,sku-2.0-props-matrix-untriggered-0728,good
exact-r2__7da73bccaac018dfba8c400a2b8c3e42302f427e__炸虾菇__v780__glasses__986387a9__c0.mp4,bad,还原度,exact-r2,7da73bccaac018dfba8c400a2b8c3e42302f427e,exact,7da73bccaac018dfba8c400a2b8c3e42302f427e__炸虾菇__v780__glasses__986387a9__c0,sku-2.0-props-matrix-untriggered-0728,normal
exact-r1__470a7aa47f649f4fe10fe13dbfba445b46e71eb7__粽子菇__v452__scooter__0475c49d__c0.mp4,bad,四肢不动,exact-r1,470a7aa47f649f4fe10fe13dbfba445b46e71eb7,exact,470a7aa47f649f4fe10fe13dbfba445b46e71eb7__粽子菇__v452__scooter__0475c49d__c0,sku-2.0-props-matrix-untriggered-0728,normal
base-noprop__db8692607b532a06def0a9c28e842cfc4dbca1b5__粽子菇__v0__90e65196__c0.mp4,bad,四肢不动;僵硬;还原度,base-noprop,db8692607b532a06def0a9c28e842cfc4dbca1b5,source_only,db8692607b532a06def0a9c28e842cfc4dbca1b5__森林__v0__378f908b__c0,tutu-insert-sft-0709,bad
exact-r1__32c709f75cca177d6ecdd8d8c6010b7f68a74ab7__吐司菇__v337__glasses__b3a1493e__c0.mp4,bad,还原度;僵硬;四肢不动,exact-r1,32c709f75cca177d6ecdd8d8c6010b7f68a74ab7,exact,32c709f75cca177d6ecdd8d8c6010b7f68a74ab7__吐司菇__v337__glasses__b3a1493e__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-noprop__36eb6a2b312cae414c0f305a4fd633fb23cd8654__蘑菇力__v0__ef35bbdf__c0.mp4,normal,,base-noprop,36eb6a2b312cae414c0f305a4fd633fb23cd8654,source_only,36eb6a2b312cae414c0f305a4fd633fb23cd8654__占卜__v193__crown__e6cb16e3__c0,sku-1.1-party-props-matrix-untriggered-0731,bad
exact-r1__23da2230a72cefbf4cfaa971a6d3952246086a5c__汉堡菇__v223__eyemask__7a57961d__c0.mp4,normal,,exact-r1,23da2230a72cefbf4cfaa971a6d3952246086a5c,exact,23da2230a72cefbf4cfaa971a6d3952246086a5c__汉堡菇__v223__eyemask__7a57961d__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__16eade7b0e21611f64303c64853bbd35f887019e__爆炸菇（爆炸前）__v147__glasses__a5e6108f__c0.mp4,bad,还原度;物理规律;僵硬,exact-r1,16eade7b0e21611f64303c64853bbd35f887019e,exact,16eade7b0e21611f64303c64853bbd35f887019e__爆炸菇（爆炸前）__v147__glasses__a5e6108f__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r2__ed513c133759343ab1260e918b82fed8e1b08af0__汉堡菇__v1489__bubble__1436c561__c0.mp4,bad,还原度;不属于以上,exact-r2,ed513c133759343ab1260e918b82fed8e1b08af0,exact,ed513c133759343ab1260e918b82fed8e1b08af0__汉堡菇__v1489__bubble__1436c561__c0,sku-2.0-props-matrix-untriggered-0728,normal
exact-r1__5e251213a13de31edf2e489d219063a9041511e3__炸虾菇__v589__coffee__0ec22905__c0.mp4,bad,卡顿/少活人感,exact-r1,5e251213a13de31edf2e489d219063a9041511e3,exact,5e251213a13de31edf2e489d219063a9041511e3__炸虾菇__v589__coffee__0ec22905__c0,sku-2.0-props-matrix-untriggered-0728,normal
exact-r1__f9d979263ca90b8d782fab2b3ee4583fc05533f7__爆炸菇（爆炸前）__v1573__bubble__9842ef1a__c0.mp4,bad,不合理的物体,exact-r1,f9d979263ca90b8d782fab2b3ee4583fc05533f7,exact,f9d979263ca90b8d782fab2b3ee4583fc05533f7__爆炸菇（爆炸前）__v1573__bubble__9842ef1a__c0,sku-2.0-props-matrix-untriggered-0728,good
exact-r1__73bf249242912f0ade61fe547d0e5e069f3f56b6__爆炸菇（爆炸前）__v729__eyemask__e8f17ff7__c0.mp4,bad,还原度;僵硬,exact-r1,73bf249242912f0ade61fe547d0e5e069f3f56b6,exact,73bf249242912f0ade61fe547d0e5e069f3f56b6__爆炸菇（爆炸前）__v729__eyemask__e8f17ff7__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__66d87cc94688950f69cb883873f0307161008b73__爆炸菇（爆炸后）__v654__flag__ca7185cd__c0.mp4,bad,大小变化,exact-r1,66d87cc94688950f69cb883873f0307161008b73,exact,66d87cc94688950f69cb883873f0307161008b73__爆炸菇（爆炸后）__v654__flag__ca7185cd__c0,sku-2.0-props-matrix-untriggered-0728,good
base-props__4cb113661e22673b72a3e13f60cc0f8202bd9de8__爆炸菇（爆炸前）__v278__crown__ebb8e940__c0.mp4,bad,物理规律;不属于以上,base-props,4cb113661e22673b72a3e13f60cc0f8202bd9de8,source_only,4cb113661e22673b72a3e13f60cc0f8202bd9de8__吐司菇__v0__e9ee2df5__c0,sku-2.0-noprop-merged-0721,bad
exact-r1__5db4894bfeddbd04cfb6a00ed191a0e8200cac35__吐司菇__v587__scooter__ab3fa636__c0.mp4,bad,还原度,exact-r1,5db4894bfeddbd04cfb6a00ed191a0e8200cac35,exact,5db4894bfeddbd04cfb6a00ed191a0e8200cac35__吐司菇__v587__scooter__ab3fa636__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-noprop__04febc3ea3e866abdf75b3fab9b881e8f80a980a__爆炸菇（爆炸前）__v0__c726f2a4__c0.mp4,bad,还原度,base-noprop,04febc3ea3e866abdf75b3fab9b881e8f80a980a,exact,04febc3ea3e866abdf75b3fab9b881e8f80a980a__爆炸菇（爆炸前）__v0__c726f2a4__c0,sku-2.0-noprop-merged-0721,bad
exact-r2__49e4303b44fcc27a48dcbb9fedc8fd22431b34ff__粽子菇__v472__glasses__e8cc5d52__c0.mp4,bad,僵硬,exact-r2,49e4303b44fcc27a48dcbb9fedc8fd22431b34ff,exact,49e4303b44fcc27a48dcbb9fedc8fd22431b34ff__粽子菇__v472__glasses__e8cc5d52__c0,sku-2.0-props-matrix-untriggered-0728,normal
exact-r2__16597e08fbe04aa1b1563b4418564d5f7378092e__爆炸菇（爆炸前）__v144__glasses__c1085498__c0.mp4,bad,还原度;僵硬,exact-r2,16597e08fbe04aa1b1563b4418564d5f7378092e,exact,16597e08fbe04aa1b1563b4418564d5f7378092e__爆炸菇（爆炸前）__v144__glasses__c1085498__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-props__b2dc2ae872b575489bad295a459616c0acd91ca9__粽子菇__v714__flag__d6ba270d__c0.mp4,bad,还原度,base-props,b2dc2ae872b575489bad295a459616c0acd91ca9,source_only,b2dc2ae872b575489bad295a459616c0acd91ca9__TUPV6002__v714__coffee__cff7be05__c0,sku-1.0-daily-props-matrix-untriggered-0731,good
base-props__a72599b49c4b660f3e5b470ed5a8d66283fa20c5__汉堡菇__v676__eyemask__5aabc100__c0.mp4,bad,衣服/身体的时间一致性;还原度,base-props,a72599b49c4b660f3e5b470ed5a8d66283fa20c5,source_only,a72599b49c4b660f3e5b470ed5a8d66283fa20c5__TUPV6002__v676__crown__7d754866__c0,sku-1.0-daily-props-matrix-untriggered-0731,bad
exact-r2__92701c4890bfa8037986aa613bac5b8b817f1d93__汉堡菇__v913__crown__84118245__c0.mp4,normal,,exact-r2,92701c4890bfa8037986aa613bac5b8b817f1d93,exact,92701c4890bfa8037986aa613bac5b8b817f1d93__汉堡菇__v913__crown__84118245__c0,sku-2.0-props-matrix-untriggered-0728,good
base-noprop__30b4282f1742fb0fb6e237b3bacf4fb43522adf0__蘑菇力__v0__d1ed6740__c0.mp4,normal,,base-noprop,30b4282f1742fb0fb6e237b3bacf4fb43522adf0,source_only,30b4282f1742fb0fb6e237b3bacf4fb43522adf0__TUPV6005__v173__eyemask__a06959ab__c0,sku-1.0-daily-props-matrix-untriggered-0731,bad
exact-r2__c6d551e2f705a7d57a495d15b9431b5db8120bae__汉堡菇__v1242__glasses__46631ac4__c0.mp4,bad,僵硬,exact-r2,c6d551e2f705a7d57a495d15b9431b5db8120bae,exact,c6d551e2f705a7d57a495d15b9431b5db8120bae__汉堡菇__v1242__glasses__46631ac4__c0,sku-2.0-props-matrix-untriggered-0728,normal
exact-r1__d0d4cb576fa483b7c2b81f8e6750e75552ba0fa1__蘑菇力__v1295__bubble__ca9dae90__c0.mp4,bad,还原度,exact-r1,d0d4cb576fa483b7c2b81f8e6750e75552ba0fa1,exact,d0d4cb576fa483b7c2b81f8e6750e75552ba0fa1__蘑菇力__v1295__bubble__ca9dae90__c0,sku-2.0-props-matrix-untriggered-0728,normal
exact-r1__56692a18605af2f263d58cc64535e24b96e865eb__汉堡菇__v550__scooter__50136184__c0.mp4,bad,还原度;物理规律;帧跳变,exact-r1,56692a18605af2f263d58cc64535e24b96e865eb,exact,56692a18605af2f263d58cc64535e24b96e865eb__汉堡菇__v550__scooter__50136184__c0,sku-2.0-props-matrix-untriggered-0728,normal
exact-r1__da18f49b2e5b88e15d50da1b25bdc798e18021b7__汉堡菇__v1365__flag__626e9903__c0.mp4,normal,,exact-r1,da18f49b2e5b88e15d50da1b25bdc798e18021b7,exact,da18f49b2e5b88e15d50da1b25bdc798e18021b7__汉堡菇__v1365__flag__626e9903__c0,sku-2.0-props-matrix-untriggered-0728,good
exact-r1__a9816777eac0a4b87543f0fe4ad36edf6b92ca8e__吐司菇__v1049__crown__a8d4e42e__c0.mp4,bad,还原度,exact-r1,a9816777eac0a4b87543f0fe4ad36edf6b92ca8e,exact,a9816777eac0a4b87543f0fe4ad36edf6b92ca8e__吐司菇__v1049__crown__a8d4e42e__c0,sku-2.0-props-matrix-untriggered-0728,normal
exact-r2__c1f249311adad45f3c16099a7e9941c56910a7a1__爆炸菇（爆炸前）__v1208__coffee__eb648246__c0.mp4,normal,,exact-r2,c1f249311adad45f3c16099a7e9941c56910a7a1,exact,c1f249311adad45f3c16099a7e9941c56910a7a1__爆炸菇（爆炸前）__v1208__coffee__eb648246__c0,sku-2.0-props-matrix-untriggered-0728,normal
exact-r1__740682cd2158ca2b38b0a802130d0921d6fa1c72__爆炸菇（爆炸前）__v730__eyemask__91da29c3__c0.mp4,bad,还原度,exact-r1,740682cd2158ca2b38b0a802130d0921d6fa1c72,exact,740682cd2158ca2b38b0a802130d0921d6fa1c72__爆炸菇（爆炸前）__v730__eyemask__91da29c3__c0,sku-2.0-props-matrix-untriggered-0728,bad
generic__1d5a1c958b3030b64164f55cfb9fdefdf2716651__汉堡菇__v107__flag__30c943b7__c0.mp4,bad,还原度,generic,1d5a1c958b3030b64164f55cfb9fdefdf2716651,source_only,1d5a1c958b3030b64164f55cfb9fdefdf2716651__base__v0__27e2781c__c0,sku-1.0-daily-noprop-0802,bad
exact-r1__15f75abcba4174a7e03174d2ba8fa27b95e7f5ff__爆炸菇（爆炸后）__v140__crown__f2bea4e2__c0.mp4,bad,还原度,exact-r1,15f75abcba4174a7e03174d2ba8fa27b95e7f5ff,exact,15f75abcba4174a7e03174d2ba8fa27b95e7f5ff__爆炸菇（爆炸后）__v140__crown__f2bea4e2__c0,sku-2.0-props-matrix-untriggered-0728,normal
base-props__3ea8cf079e959693153dd04695b6f05e21f1dca3__爆炸菇（爆炸前）__v230__eyemask__1ad1dfde__c0.mp4,bad,物理规律,base-props,3ea8cf079e959693153dd04695b6f05e21f1dca3,none,,,
generic__7674da5ba81befe4b8a9039e9c6b34219152192f__毒蘑菇__v461__glasses__10f004d9__c0.mp4,bad,还原度,generic,7674da5ba81befe4b8a9039e9c6b34219152192f,none,,,
base-noprop__069c5cf6bb44592f056bdb81b4696b1569957312__吐司菇__v0__c3023f97__c0.mp4,bad,还原度,base-noprop,069c5cf6bb44592f056bdb81b4696b1569957312,source_only,069c5cf6bb44592f056bdb81b4696b1569957312__TUPV6006__v0__cb43f73d__c0,sku-1.0-daily-noprop-0802,bad
base-noprop__50ad428af3b86412de8a648a8194cebfd6685400__粽子菇__v0__b2b67a8e__c0.mp4,normal,,base-noprop,50ad428af3b86412de8a648a8194cebfd6685400,source_only,50ad428af3b86412de8a648a8194cebfd6685400__base__v0__195d47b2__c0,tutu-insert-sft-0709,bad
base-noprop__1cf0944b8af6ac43f6f7e794a0d68118b7de888c__蘑菇力__v0__56730c75__c0.mp4,good,,base-noprop,1cf0944b8af6ac43f6f7e794a0d68118b7de888c,source_only,1cf0944b8af6ac43f6f7e794a0d68118b7de888c__TUPV6005__v0__15331d06__c0,sku-1.0-daily-noprop-0802,normal
base-noprop__190a31ba334eafd595032f1742e0cdf9b9183281__粽子菇__v0__de8138ae__c0.mp4,bad,物理规律;还原度,base-noprop,190a31ba334eafd595032f1742e0cdf9b9183281,exact,190a31ba334eafd595032f1742e0cdf9b9183281__粽子菇__v0__de8138ae__c0,sku-2.0-noprop-merged-0721,bad
exact-r2__d9657e5af5e0c9e5c71b7d15425af2bf7fc9de96__炸虾菇__v1360__flag__4356cda3__c0.mp4,normal,,exact-r2,d9657e5af5e0c9e5c71b7d15425af2bf7fc9de96,exact,d9657e5af5e0c9e5c71b7d15425af2bf7fc9de96__炸虾菇__v1360__flag__4356cda3__c0,sku-2.0-props-matrix-untriggered-0728,good
exact-r2__7628869560a690af823a1191809985375c8a2ef9__爆炸菇（爆炸前）__v740__eyemask__36459805__c0.mp4,bad,还原度;僵硬;四肢不动,exact-r2,7628869560a690af823a1191809985375c8a2ef9,exact,7628869560a690af823a1191809985375c8a2ef9__爆炸菇（爆炸前）__v740__eyemask__36459805__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__7eb0cbcd233663ee2c8dede4eb336850b156427c__炸虾菇__v789__glasses__d984c552__c0.mp4,bad,还原度,exact-r1,7eb0cbcd233663ee2c8dede4eb336850b156427c,exact,7eb0cbcd233663ee2c8dede4eb336850b156427c__炸虾菇__v789__glasses__d984c552__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-noprop__db8692607b532a06def0a9c28e842cfc4dbca1b5__汉堡菇__v0__8fdf6456__c0.mp4,bad,还原度;僵硬;四肢不动,base-noprop,db8692607b532a06def0a9c28e842cfc4dbca1b5,exact,db8692607b532a06def0a9c28e842cfc4dbca1b5__汉堡菇__v0__8fdf6456__c0,sku-2.0-noprop-merged-0721,bad
exact-r2__49fef35b1c962aa22fdd2b3411e53134117a62b6__粽子菇__v473__glasses__c4511da4__c0.mp4,bad,僵硬;大小变化,exact-r2,49fef35b1c962aa22fdd2b3411e53134117a62b6,exact,49fef35b1c962aa22fdd2b3411e53134117a62b6__粽子菇__v473__glasses__c4511da4__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__631681b89d48f73fa9b84e8c908a589e6776cc2c__炸虾菇__v623__scooter__b2f7c4c3__c0.mp4,bad,还原度,exact-r1,631681b89d48f73fa9b84e8c908a589e6776cc2c,exact,631681b89d48f73fa9b84e8c908a589e6776cc2c__炸虾菇__v623__scooter__b2f7c4c3__c0,sku-2.0-props-matrix-untriggered-0728,bad
generic__13c5ef355a4677fd006d158853aae7228ec89353__炸虾菇__v71__crown__f2952d0d__c0.mp4,bad,还原度;不属于以上,generic,13c5ef355a4677fd006d158853aae7228ec89353,source_only,13c5ef355a4677fd006d158853aae7228ec89353__TUPV6005__v0__b24f6d85__c0,sku-1.0-daily-noprop-0802,bad
exact-r2__162906640246ef44f99db4ad49276c513665eb1e__蘑菇力__v142__glasses__889682a9__c0.mp4,bad,僵硬;四肢不动,exact-r2,162906640246ef44f99db4ad49276c513665eb1e,exact,162906640246ef44f99db4ad49276c513665eb1e__蘑菇力__v142__glasses__889682a9__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-props__51be5b142d9021a3c446702d354fabdf42630fa9__汉堡菇__v304__scooter__97551c71__c0.mp4,bad,还原度,base-props,51be5b142d9021a3c446702d354fabdf42630fa9,source_only,51be5b142d9021a3c446702d354fabdf42630fa9__TUPV6003__v304__eyemask__98d2b870__c0,sku-1.0-daily-props-matrix-untriggered-0731,bad
exact-r1__a94f2d44020fa35457be6626fc3248c0fb05adda__吐司菇__v1048__crown__8c48cfa2__c0.mp4,bad,还原度,exact-r1,a94f2d44020fa35457be6626fc3248c0fb05adda,exact,a94f2d44020fa35457be6626fc3248c0fb05adda__吐司菇__v1048__crown__8c48cfa2__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r2__c1c8f50e04d9360f9734313b06780f6e0609fa1f__爆炸菇（爆炸前）__v1207__coffee__58598a42__c0.mp4,bad,还原度;衣服/身体的时间一致性,exact-r2,c1c8f50e04d9360f9734313b06780f6e0609fa1f,exact,c1c8f50e04d9360f9734313b06780f6e0609fa1f__爆炸菇（爆炸前）__v1207__coffee__58598a42__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__6e9d7ffcb3adf3ebcb80c8b5da0520ff83d8b419__汉堡菇__v702__coffee__d2e63cfc__c0.mp4,bad,还原度,exact-r1,6e9d7ffcb3adf3ebcb80c8b5da0520ff83d8b419,exact,6e9d7ffcb3adf3ebcb80c8b5da0520ff83d8b419__汉堡菇__v702__coffee__d2e63cfc__c0,sku-2.0-props-matrix-untriggered-0728,good
exact-r2__c58718035188222cb4ab5a2959917a6fbd3f600b__汉堡菇__v1231__glasses__fe3a03d2__c0.mp4,bad,僵硬;四肢不动,exact-r2,c58718035188222cb4ab5a2959917a6fbd3f600b,exact,c58718035188222cb4ab5a2959917a6fbd3f600b__汉堡菇__v1231__glasses__fe3a03d2__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-noprop__479cfaa7ed9751d704a007cccb8dbebcb4fc8765__粽子菇__v0__19c8cd35__c0.mp4,bad,还原度,base-noprop,479cfaa7ed9751d704a007cccb8dbebcb4fc8765,source_only,479cfaa7ed9751d704a007cccb8dbebcb4fc8765__花花__v0__00dd81cb__c0,tutu-insert-sft-0709,bad
base-props__938e01d47782dafc5547713c187bfbca30a0ae08__爆炸菇（爆炸后）__v589__coffee__38b5420d__c0.mp4,bad,还原度;物理规律,base-props,938e01d47782dafc5547713c187bfbca30a0ae08,none,,,
base-noprop__2276ebe5ea41733077c3d5d88d4cdb9e6f3ef7ef__炸虾菇__v0__8065a18a__c0.mp4,normal,,base-noprop,2276ebe5ea41733077c3d5d88d4cdb9e6f3ef7ef,source_only,2276ebe5ea41733077c3d5d88d4cdb9e6f3ef7ef__占卜__v0__8df5b279__c0,tutu-insert-sft-0709,bad
base-noprop__9ff16bd9837162a31625505a37953b6d7b6f8bcd__炸虾菇__v0__7e850bd2__c0.mp4,normal,,base-noprop,9ff16bd9837162a31625505a37953b6d7b6f8bcd,source_only,9ff16bd9837162a31625505a37953b6d7b6f8bcd__森林__v0__dba247a9__c0,tutu-insert-sft-0709,bad
exact-r1__b64e927b147755fae3afe21af5cf55d4d3d529a1__毒蘑菇__v1133__crown__25f11caf__c0.mp4,bad,衣服/身体的时间一致性;大小变化,exact-r1,b64e927b147755fae3afe21af5cf55d4d3d529a1,exact,b64e927b147755fae3afe21af5cf55d4d3d529a1__毒蘑菇__v1133__crown__25f11caf__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__f0f77d545e150bcc231192eafd1e15432b3925f3__毒蘑菇__v1516__glasses__e077c6f2__c0.mp4,bad,还原度,exact-r1,f0f77d545e150bcc231192eafd1e15432b3925f3,exact,f0f77d545e150bcc231192eafd1e15432b3925f3__毒蘑菇__v1516__glasses__e077c6f2__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-noprop__28b20a51fc5023872d19e739ff97172cffc064d5__毒蘑菇__v0__cf7134e7__c0.mp4,bad,物理规律,base-noprop,28b20a51fc5023872d19e739ff97172cffc064d5,exact,28b20a51fc5023872d19e739ff97172cffc064d5__毒蘑菇__v0__cf7134e7__c0,sku-2.0-noprop-merged-0721,good
base-noprop__c82f72947167e88ffd436a39531a14abf6dee6cf__炸虾菇__v0__9394005f__c0.mp4,bad,衣服/身体的时间一致性,base-noprop,c82f72947167e88ffd436a39531a14abf6dee6cf,source_only,c82f72947167e88ffd436a39531a14abf6dee6cf__冰晶__v0__4522e615__c1,tutu-insert-sft-0709,bad
exact-r2__b5f3ed9751741b54d2b7860eb77b985aaee98b64__粽子菇__v1128__bubble__6e70acea__c0.mp4,normal,,exact-r2,b5f3ed9751741b54d2b7860eb77b985aaee98b64,exact,b5f3ed9751741b54d2b7860eb77b985aaee98b64__粽子菇__v1128__bubble__6e70acea__c0,sku-2.0-props-matrix-untriggered-0728,normal
generic__d424d1f21129cb4f5e1724780bc7368fa90c14e9__炸虾菇__v813__scooter__d1ace2f7__c0.mp4,normal,,generic,d424d1f21129cb4f5e1724780bc7368fa90c14e9,none,,,
exact-r1__15e6b3460ae8a842ce658edab362da80dbccd4dd__爆炸菇（爆炸后）__v139__crown__e9064bc2__c0.mp4,normal,,exact-r1,15e6b3460ae8a842ce658edab362da80dbccd4dd,exact,15e6b3460ae8a842ce658edab362da80dbccd4dd__爆炸菇（爆炸后）__v139__crown__e9064bc2__c0,sku-2.0-props-matrix-untriggered-0728,normal
exact-r1__d1758c15bc02c270105a3d17b4eb3accdc5cee71__蘑菇力__v1300__bubble__af98eeec__c0.mp4,bad,还原度,exact-r1,d1758c15bc02c270105a3d17b4eb3accdc5cee71,exact,d1758c15bc02c270105a3d17b4eb3accdc5cee71__蘑菇力__v1300__bubble__af98eeec__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__01a6567f10a570751973e6ec60ed6bde441ec10f__爆炸菇（爆炸后）__v14__eyemask__90e390c5__c0.mp4,bad,还原度,exact-r1,01a6567f10a570751973e6ec60ed6bde441ec10f,exact,01a6567f10a570751973e6ec60ed6bde441ec10f__爆炸菇（爆炸后）__v14__eyemask__90e390c5__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-noprop__2a80b5bbf9bfc43cc9607c64804c1876ee75a6f2__毒蘑菇__v0__890c7aff__c0.mp4,bad,还原度;衣服/身体的时间一致性,base-noprop,2a80b5bbf9bfc43cc9607c64804c1876ee75a6f2,none,,,
exact-r1__b5f3ed9751741b54d2b7860eb77b985aaee98b64__炸虾菇__v1128__bubble__06bbf296__c0.mp4,good,,exact-r1,b5f3ed9751741b54d2b7860eb77b985aaee98b64,exact,b5f3ed9751741b54d2b7860eb77b985aaee98b64__炸虾菇__v1128__bubble__06bbf296__c0,sku-2.0-props-matrix-untriggered-0728,normal
base-noprop__fa699bfb0ad829980890a6fa14ad0c0db8626180__炸虾菇__v0__496ebfd6__c0.mp4,good,,base-noprop,fa699bfb0ad829980890a6fa14ad0c0db8626180,exact,fa699bfb0ad829980890a6fa14ad0c0db8626180__炸虾菇__v0__496ebfd6__c0,sku-2.0-noprop-merged-0721,good
exact-r2__6e00099ba07748932bf2cc8af1fceef62e8038f4__汉堡菇__v700__coffee__771ca631__c0.mp4,normal,,exact-r2,6e00099ba07748932bf2cc8af1fceef62e8038f4,exact,6e00099ba07748932bf2cc8af1fceef62e8038f4__汉堡菇__v700__coffee__771ca631__c0,sku-2.0-props-matrix-untriggered-0728,good
exact-r1__753c5537a0badf41766fc2e264e9432a3b9c71fb__爆炸菇（爆炸前）__v735__eyemask__cf61d26d__c0.mp4,bad,还原度,exact-r1,753c5537a0badf41766fc2e264e9432a3b9c71fb,exact,753c5537a0badf41766fc2e264e9432a3b9c71fb__爆炸菇（爆炸前）__v735__eyemask__cf61d26d__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r2__10c0ac04aeb5d2daab305c2cf0c7c468606b21ab__蘑菇力__v100__coffee__edadca69__c0.mp4,good,,exact-r2,10c0ac04aeb5d2daab305c2cf0c7c468606b21ab,exact,10c0ac04aeb5d2daab305c2cf0c7c468606b21ab__蘑菇力__v100__coffee__edadca69__c0,sku-2.0-props-matrix-untriggered-0728,normal
base-noprop__f64e1c17ba334819ca417f708e64e97d2aba7b05__粽子菇__v0__e05364c5__c0.mp4,bad,物理规律;还原度,base-noprop,f64e1c17ba334819ca417f708e64e97d2aba7b05,source_only,f64e1c17ba334819ca417f708e64e97d2aba7b05__海滩__v0__4a126e03__c0,tutu-insert-sft-0709,normal
generic__929b88500dd26c68400cb2ef5015e7db4f37d194__汉堡菇__v586__coffee__880a1ceb__c0.mp4,bad,还原度;僵硬;物理规律,generic,929b88500dd26c68400cb2ef5015e7db4f37d194,none,,,
exact-r1__f142944f6415cf4e140989e4620f7f0f23645f52__毒蘑菇__v1518__glasses__b904a7f8__c0.mp4,bad,还原度,exact-r1,f142944f6415cf4e140989e4620f7f0f23645f52,exact,f142944f6415cf4e140989e4620f7f0f23645f52__毒蘑菇__v1518__glasses__b904a7f8__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__f5ba1ce13b37950d02d7e32e049506ff144abc71__蘑菇力__v1549__eyemask__52d2a75b__c0.mp4,bad,还原度,exact-r1,f5ba1ce13b37950d02d7e32e049506ff144abc71,exact,f5ba1ce13b37950d02d7e32e049506ff144abc71__蘑菇力__v1549__eyemask__52d2a75b__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-props__e6a6c1053d5efe2e36d668270cf9f895b650e2a1__炸虾菇__v898__glasses__1df276f6__c0.mp4,normal,,base-props,e6a6c1053d5efe2e36d668270cf9f895b650e2a1,source_only,e6a6c1053d5efe2e36d668270cf9f895b650e2a1__TUPV6004__v898__glasses__5a180b3f__c0,sku-1.0-daily-props-matrix-untriggered-0731,bad
exact-r1__1669dffeba5d47e88d54192d09226ea6f70233e4__爆炸菇（爆炸前）__v145__glasses__ce84e222__c0.mp4,bad,还原度,exact-r1,1669dffeba5d47e88d54192d09226ea6f70233e4,exact,1669dffeba5d47e88d54192d09226ea6f70233e4__爆炸菇（爆炸前）__v145__glasses__ce84e222__c0,sku-2.0-props-matrix-untriggered-0728,normal
exact-r1__b84a69fca80b7f3ae9dfc999d5b9896f6e7dc072__毒蘑菇__v1148__crown__0de8e285__c0.mp4,bad,不属于以上,exact-r1,b84a69fca80b7f3ae9dfc999d5b9896f6e7dc072,exact,b84a69fca80b7f3ae9dfc999d5b9896f6e7dc072__毒蘑菇__v1148__crown__0de8e285__c0,sku-2.0-props-matrix-untriggered-0728,bad
generic__e6a6c1053d5efe2e36d668270cf9f895b650e2a1__炸虾菇__v898__glasses__1df276f6__c0.mp4,bad,僵硬;还原度,generic,e6a6c1053d5efe2e36d668270cf9f895b650e2a1,source_only,e6a6c1053d5efe2e36d668270cf9f895b650e2a1__TUPV6004__v898__glasses__5a180b3f__c0,sku-1.0-daily-props-matrix-untriggered-0731,bad
